description,category_id,category_name,skill_name,level,source,group_id
Cần chuyên gia Tiếng Nhật giao tiếp hướng dẫn làm dự án thực tế.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
Cần người review lại các lỗi cơ bản khi làm Tiếng Nhật giao tiếp.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Trung bình,legacy_cleaned,skill:tiếng nhật giao tiếp
Cần tư vấn chuyên sâu về Tiếng Nhật giao tiếp cho một dự án cụ thể đang làm.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Muốn học thử Tiếng Nhật giao tiếp một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật giao tiếp
Muốn nâng cao kỹ năng Tiếng Nhật giao tiếp lên mức chuyên nghiệp.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Muốn thực hành thêm Tiếng Nhật giao tiếp vì đang ở trình độ trung bình, hay bị vướng.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Trung bình,legacy_cleaned,skill:tiếng nhật giao tiếp
"Mình học Tiếng Nhật giao tiếp được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Trung bình,legacy_cleaned,skill:tiếng nhật giao tiếp
"Mình là học sinh mới, muốn được chỉ Tiếng Nhật giao tiếp từ những khái niệm đầu tiên.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật giao tiếp
"Mình muốn học các kỹ thuật nâng cao trong Tiếng Nhật giao tiếp, không cần dạy lại cơ bản.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Mình mới tìm hiểu Tiếng Nhật giao tiếp, cần người kèm cặp cơ bản.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật giao tiếp
"Mình đã có nền tảng Tiếng Nhật giao tiếp khá tốt, muốn học chuyên sâu hơn.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Tìm người có kinh nghiệm về Tiếng Nhật giao tiếp để trao đổi, học hỏi.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Không xác định,legacy_cleaned,skill:tiếng nhật giao tiếp
Tìm người có thể thử thách và nâng trình Tiếng Nhật giao tiếp của mình lên tầm cao mới.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Tìm người dạy Tiếng Nhật giao tiếp cho người tay ngang, chưa từng học qua.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật giao tiếp
Tìm người luyện tập cùng để cải thiện Tiếng Nhật giao tiếp ở mức khá.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Trung bình,legacy_cleaned,skill:tiếng nhật giao tiếp
Đang cần người có kinh nghiệm lâu năm về Tiếng Nhật giao tiếp để review công việc thực tế.,2,Ngôn ngữ,Tiếng Nhật giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng nhật giao tiếp
"Đang loay hoay không biết bắt đầu Tiếng Nhật giao tiếp từ đâu, mong được hỗ trợ.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật giao tiếp
"Đang tìm mentor Tiếng Nhật giao tiếp, thời gian học có thể thương lượng.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Không xác định,legacy_cleaned,skill:tiếng nhật giao tiếp
"Đã tự học Tiếng Nhật giao tiếp một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",2,Ngôn ngữ,Tiếng Nhật giao tiếp,Trung bình,legacy_cleaned,skill:tiếng nhật giao tiếp
Bạn nào rành Tiếng Nhật N1 chỉ giúp mình vài buổi nhập môn với.,2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
Cần chuyên gia Tiếng Nhật N1 hướng dẫn làm dự án thực tế.,2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
Cần người hướng dẫn Tiếng Nhật N1 cơ bản cho người chưa có nền tảng.,2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
Muốn nâng cao kỹ năng Tiếng Nhật N1 lên mức chuyên nghiệp.,2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
"Mình chưa biết gì về Tiếng Nhật N1, ai có thể hướng dẫn từng bước không?",2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
Mình cần một người hướng dẫn Tiếng Nhật N1 theo lịch linh hoạt.,2,Ngôn ngữ,Tiếng Nhật N1,Không xác định,legacy_cleaned,skill:tiếng nhật n1
"Mình học Tiếng Nhật N1 được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,Ngôn ngữ,Tiếng Nhật N1,Trung bình,legacy_cleaned,skill:tiếng nhật n1
"Mình muốn học các kỹ thuật nâng cao trong Tiếng Nhật N1, không cần dạy lại cơ bản.",2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Nhật N1 từ con số 0.",2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
"Mình đã biết chút ít về Tiếng Nhật N1, muốn học thêm để vững hơn.",2,Ngôn ngữ,Tiếng Nhật N1,Trung bình,legacy_cleaned,skill:tiếng nhật n1
"Mình đã có nền tảng Tiếng Nhật N1 khá tốt, muốn học chuyên sâu hơn.",2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
"Tìm gia sư dạy Tiếng Nhật N1 cấp độ vỡ lòng, học chậm cũng được.",2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
"Tìm người có kinh nghiệm về Tiếng Nhật N1 để trao đổi, học hỏi.",2,Ngôn ngữ,Tiếng Nhật N1,Không xác định,legacy_cleaned,skill:tiếng nhật n1
Tìm người có thể thử thách và nâng trình Tiếng Nhật N1 của mình lên tầm cao mới.,2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
"Tìm người hỗ trợ Tiếng Nhật N1 theo buổi, không cần cam kết dài hạn.",2,Ngôn ngữ,Tiếng Nhật N1,Không xác định,legacy_cleaned,skill:tiếng nhật n1
Đang cần người có kinh nghiệm lâu năm về Tiếng Nhật N1 để review công việc thực tế.,2,Ngôn ngữ,Tiếng Nhật N1,Nâng cao,legacy_cleaned,skill:tiếng nhật n1
"Đang loay hoay không biết bắt đầu Tiếng Nhật N1 từ đâu, mong được hỗ trợ.",2,Ngôn ngữ,Tiếng Nhật N1,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n1
"Đã tự học Tiếng Nhật N1 một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",2,Ngôn ngữ,Tiếng Nhật N1,Trung bình,legacy_cleaned,skill:tiếng nhật n1
"Ai có thể giúp mình về Tiếng Nhật N2 không, cảm ơn nhiều.",2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
Bạn nào rành Tiếng Nhật N2 chỉ giúp mình vài buổi nhập môn với.,2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
"Có ai rảnh dạy Tiếng Nhật N2 không, mình cần gấp trong tuần này.",2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
Cần chuyên gia Tiếng Nhật N2 hướng dẫn làm dự án thực tế.,2,Ngôn ngữ,Tiếng Nhật N2,Nâng cao,legacy_cleaned,skill:tiếng nhật n2
Cần lộ trình học Tiếng Nhật N2 cơ bản trong 1-2 tháng.,2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
Cần người hướng dẫn Tiếng Nhật N2 cơ bản cho người chưa có nền tảng.,2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
Cần tìm người hỗ trợ về Tiếng Nhật N2.,2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
"Muốn học thử Tiếng Nhật N2 một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
Muốn tìm người dạy Tiếng Nhật N2 1 kèm 1 online hoặc offline đều được.,2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
Muốn được đào tạo chuyên sâu Tiếng Nhật N2 để làm freelance/đi làm chính thức.,2,Ngôn ngữ,Tiếng Nhật N2,Nâng cao,legacy_cleaned,skill:tiếng nhật n2
"Mình chưa biết gì về Tiếng Nhật N2, ai có thể hướng dẫn từng bước không?",2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
Mình cần một người hướng dẫn Tiếng Nhật N2 theo lịch linh hoạt.,2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
"Mình cần trao đổi trực tiếp về Tiếng Nhật N2, ai có kinh nghiệm inbox giúp mình.",2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
"Mình học Tiếng Nhật N2 được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,Ngôn ngữ,Tiếng Nhật N2,Trung bình,legacy_cleaned,skill:tiếng nhật n2
"Mình muốn học các kỹ thuật nâng cao trong Tiếng Nhật N2, không cần dạy lại cơ bản.",2,Ngôn ngữ,Tiếng Nhật N2,Nâng cao,legacy_cleaned,skill:tiếng nhật n2
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Nhật N2 từ con số 0.",2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
"Mình đã có nền tảng Tiếng Nhật N2 khá tốt, muốn học chuyên sâu hơn.",2,Ngôn ngữ,Tiếng Nhật N2,Nâng cao,legacy_cleaned,skill:tiếng nhật n2
Tìm mentor Tiếng Nhật N2 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,2,Ngôn ngữ,Tiếng Nhật N2,Nâng cao,legacy_cleaned,skill:tiếng nhật n2
"Tìm người có kinh nghiệm về Tiếng Nhật N2 để trao đổi, học hỏi.",2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
"Tìm người dạy Tiếng Nhật N2 cho người tay ngang, chưa từng học qua.",2,Ngôn ngữ,Tiếng Nhật N2,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n2
"Tìm người hỗ trợ Tiếng Nhật N2 theo buổi, không cần cam kết dài hạn.",2,Ngôn ngữ,Tiếng Nhật N2,Không xác định,legacy_cleaned,skill:tiếng nhật n2
"Ai có thể giúp mình về Tiếng Nhật N3 không, cảm ơn nhiều.",2,Ngôn ngữ,Tiếng Nhật N3,Không xác định,legacy_cleaned,skill:tiếng nhật n3
Cần lộ trình học Tiếng Nhật N3 cơ bản trong 1-2 tháng.,2,Ngôn ngữ,Tiếng Nhật N3,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n3
Cần một buổi học Tiếng Nhật N3 dành cho người mới bắt đầu.,2,Ngôn ngữ,Tiếng Nhật N3,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n3
Cần người giỏi Tiếng Nhật N3 hỗ trợ giải quyết vấn đề khó trong công việc.,2,Ngôn ngữ,Tiếng Nhật N3,Nâng cao,legacy_cleaned,skill:tiếng nhật n3
Cần người ôn lại và củng cố kiến thức Tiếng Nhật N3 ở mức trung bình.,2,Ngôn ngữ,Tiếng Nhật N3,Trung bình,legacy_cleaned,skill:tiếng nhật n3
Cần tư vấn chuyên sâu về Tiếng Nhật N3 cho một dự án cụ thể đang làm.,2,Ngôn ngữ,Tiếng Nhật N3,Nâng cao,legacy_cleaned,skill:tiếng nhật n3
Cần đặt lịch học Tiếng Nhật N3 vào cuối tuần.,2,Ngôn ngữ,Tiếng Nhật N3,Không xác định,legacy_cleaned,skill:tiếng nhật n3
"Muốn học thử Tiếng Nhật N3 một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Nhật N3,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n3
Muốn tìm người dạy Tiếng Nhật N3 1 kèm 1 online hoặc offline đều được.,2,Ngôn ngữ,Tiếng Nhật N3,Không xác định,legacy_cleaned,skill:tiếng nhật n3
Muốn được đào tạo chuyên sâu Tiếng Nhật N3 để làm freelance/đi làm chính thức.,2,Ngôn ngữ,Tiếng Nhật N3,Nâng cao,legacy_cleaned,skill:tiếng nhật n3
"Mình biết Tiếng Nhật N3 ở mức cơ bản, muốn lên trình độ trung cấp.",2,Ngôn ngữ,Tiếng Nhật N3,Trung bình,legacy_cleaned,skill:tiếng nhật n3
"Mình chưa biết gì về Tiếng Nhật N3, ai có thể hướng dẫn từng bước không?",2,Ngôn ngữ,Tiếng Nhật N3,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n3
"Mình học Tiếng Nhật N3 được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",2,Ngôn ngữ,Tiếng Nhật N3,Trung bình,legacy_cleaned,skill:tiếng nhật n3
"Mình muốn học các kỹ thuật nâng cao trong Tiếng Nhật N3, không cần dạy lại cơ bản.",2,Ngôn ngữ,Tiếng Nhật N3,Nâng cao,legacy_cleaned,skill:tiếng nhật n3
"Tìm người có kinh nghiệm về Tiếng Nhật N3 để trao đổi, học hỏi.",2,Ngôn ngữ,Tiếng Nhật N3,Không xác định,legacy_cleaned,skill:tiếng nhật n3
Tìm người luyện tập cùng để cải thiện Tiếng Nhật N3 ở mức khá.,2,Ngôn ngữ,Tiếng Nhật N3,Trung bình,legacy_cleaned,skill:tiếng nhật n3
Đang cần người có kinh nghiệm lâu năm về Tiếng Nhật N3 để review công việc thực tế.,2,Ngôn ngữ,Tiếng Nhật N3,Nâng cao,legacy_cleaned,skill:tiếng nhật n3
"Đang loay hoay không biết bắt đầu Tiếng Nhật N3 từ đâu, mong được hỗ trợ.",2,Ngôn ngữ,Tiếng Nhật N3,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n3
"Đang tìm mentor Tiếng Nhật N3, thời gian học có thể thương lượng.",2,Ngôn ngữ,Tiếng Nhật N3,Không xác định,legacy_cleaned,skill:tiếng nhật n3
Cần buổi thực hành Tiếng Nhật N4 nâng cao hơn một chút so với người mới.,2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
Cần chuyên gia Tiếng Nhật N4 hướng dẫn làm dự án thực tế.,2,Ngôn ngữ,Tiếng Nhật N4,Nâng cao,legacy_cleaned,skill:tiếng nhật n4
Cần lộ trình học Tiếng Nhật N4 cơ bản trong 1-2 tháng.,2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
Cần người review lại các lỗi cơ bản khi làm Tiếng Nhật N4.,2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
"Muốn học thử Tiếng Nhật N4 một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
"Muốn thực hành thêm Tiếng Nhật N4 vì đang ở trình độ trung bình, hay bị vướng.",2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
"Muốn trao đổi, thực hành Tiếng Nhật N4 cùng người có kinh nghiệm hơn một chút.",2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
Muốn được đào tạo chuyên sâu Tiếng Nhật N4 để làm freelance/đi làm chính thức.,2,Ngôn ngữ,Tiếng Nhật N4,Nâng cao,legacy_cleaned,skill:tiếng nhật n4
"Mình biết Tiếng Nhật N4 ở mức cơ bản, muốn lên trình độ trung cấp.",2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
"Mình chưa biết gì về Tiếng Nhật N4, ai có thể hướng dẫn từng bước không?",2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
"Mình cần trao đổi trực tiếp về Tiếng Nhật N4, ai có kinh nghiệm inbox giúp mình.",2,Ngôn ngữ,Tiếng Nhật N4,Không xác định,legacy_cleaned,skill:tiếng nhật n4
"Mình là học sinh mới, muốn được chỉ Tiếng Nhật N4 từ những khái niệm đầu tiên.",2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Nhật N4 từ con số 0.",2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
"Mình đã có nền tảng Tiếng Nhật N4 khá tốt, muốn học chuyên sâu hơn.",2,Ngôn ngữ,Tiếng Nhật N4,Nâng cao,legacy_cleaned,skill:tiếng nhật n4
Tìm mentor Tiếng Nhật N4 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,2,Ngôn ngữ,Tiếng Nhật N4,Nâng cao,legacy_cleaned,skill:tiếng nhật n4
"Đang loay hoay không biết bắt đầu Tiếng Nhật N4 từ đâu, mong được hỗ trợ.",2,Ngôn ngữ,Tiếng Nhật N4,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n4
"Đã tự học Tiếng Nhật N4 một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",2,Ngôn ngữ,Tiếng Nhật N4,Trung bình,legacy_cleaned,skill:tiếng nhật n4
Bạn nào rành Tiếng Nhật N5 chỉ giúp mình vài buổi nhập môn với.,2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
"Có ai rảnh dạy Tiếng Nhật N5 không, mình cần gấp trong tuần này.",2,Ngôn ngữ,Tiếng Nhật N5,Không xác định,legacy_cleaned,skill:tiếng nhật n5
Cần lộ trình học Tiếng Nhật N5 cơ bản trong 1-2 tháng.,2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
Cần người giỏi Tiếng Nhật N5 hỗ trợ giải quyết vấn đề khó trong công việc.,2,Ngôn ngữ,Tiếng Nhật N5,Nâng cao,legacy_cleaned,skill:tiếng nhật n5
Cần người hướng dẫn Tiếng Nhật N5 cơ bản cho người chưa có nền tảng.,2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
Cần tư vấn chuyên sâu về Tiếng Nhật N5 cho một dự án cụ thể đang làm.,2,Ngôn ngữ,Tiếng Nhật N5,Nâng cao,legacy_cleaned,skill:tiếng nhật n5
Cần đặt lịch học Tiếng Nhật N5 vào cuối tuần.,2,Ngôn ngữ,Tiếng Nhật N5,Không xác định,legacy_cleaned,skill:tiếng nhật n5
"Muốn học thử Tiếng Nhật N5 một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
"Muốn thực hành thêm Tiếng Nhật N5 vì đang ở trình độ trung bình, hay bị vướng.",2,Ngôn ngữ,Tiếng Nhật N5,Trung bình,legacy_cleaned,skill:tiếng nhật n5
"Muốn trao đổi, thực hành Tiếng Nhật N5 cùng người có kinh nghiệm hơn một chút.",2,Ngôn ngữ,Tiếng Nhật N5,Trung bình,legacy_cleaned,skill:tiếng nhật n5
"Mình biết Tiếng Nhật N5 ở mức cơ bản, muốn lên trình độ trung cấp.",2,Ngôn ngữ,Tiếng Nhật N5,Trung bình,legacy_cleaned,skill:tiếng nhật n5
"Mình cần trao đổi trực tiếp về Tiếng Nhật N5, ai có kinh nghiệm inbox giúp mình.",2,Ngôn ngữ,Tiếng Nhật N5,Không xác định,legacy_cleaned,skill:tiếng nhật n5
"Mình là học sinh mới, muốn được chỉ Tiếng Nhật N5 từ những khái niệm đầu tiên.",2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
"Tìm gia sư dạy Tiếng Nhật N5 cấp độ vỡ lòng, học chậm cũng được.",2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
Tìm mentor Tiếng Nhật N5 trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,2,Ngôn ngữ,Tiếng Nhật N5,Nâng cao,legacy_cleaned,skill:tiếng nhật n5
"Tìm người hỗ trợ Tiếng Nhật N5 theo buổi, không cần cam kết dài hạn.",2,Ngôn ngữ,Tiếng Nhật N5,Không xác định,legacy_cleaned,skill:tiếng nhật n5
"Đang loay hoay không biết bắt đầu Tiếng Nhật N5 từ đâu, mong được hỗ trợ.",2,Ngôn ngữ,Tiếng Nhật N5,Mới bắt đầu,legacy_cleaned,skill:tiếng nhật n5
"Đang tìm mentor Tiếng Nhật N5, thời gian học có thể thương lượng.",2,Ngôn ngữ,Tiếng Nhật N5,Không xác định,legacy_cleaned,skill:tiếng nhật n5
"Ai có thể giúp mình về Tiếng Pháp không, cảm ơn nhiều.",2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
Cần một buổi học Tiếng Pháp dành cho người mới bắt đầu.,2,Ngôn ngữ,Tiếng Pháp,Mới bắt đầu,legacy_cleaned,skill:tiếng pháp
Cần người review lại các lỗi cơ bản khi làm Tiếng Pháp.,2,Ngôn ngữ,Tiếng Pháp,Trung bình,legacy_cleaned,skill:tiếng pháp
Cần tìm người hỗ trợ về Tiếng Pháp.,2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
Cần đặt lịch học Tiếng Pháp vào cuối tuần.,2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
"Muốn học thử Tiếng Pháp một buổi xem có hợp không, trình độ mới toanh.",2,Ngôn ngữ,Tiếng Pháp,Mới bắt đầu,legacy_cleaned,skill:tiếng pháp
"Muốn thực hành thêm Tiếng Pháp vì đang ở trình độ trung bình, hay bị vướng.",2,Ngôn ngữ,Tiếng Pháp,Trung bình,legacy_cleaned,skill:tiếng pháp
Muốn được đào tạo chuyên sâu Tiếng Pháp để làm freelance/đi làm chính thức.,2,Ngôn ngữ,Tiếng Pháp,Nâng cao,legacy_cleaned,skill:tiếng pháp
"Mình biết Tiếng Pháp ở mức cơ bản, muốn lên trình độ trung cấp.",2,Ngôn ngữ,Tiếng Pháp,Trung bình,legacy_cleaned,skill:tiếng pháp
Mình cần một người hướng dẫn Tiếng Pháp theo lịch linh hoạt.,2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
"Mình muốn học các kỹ thuật nâng cao trong Tiếng Pháp, không cần dạy lại cơ bản.",2,Ngôn ngữ,Tiếng Pháp,Nâng cao,legacy_cleaned,skill:tiếng pháp
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Pháp từ con số 0.",2,Ngôn ngữ,Tiếng Pháp,Mới bắt đầu,legacy_cleaned,skill:tiếng pháp
Tìm mentor Tiếng Pháp trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,2,Ngôn ngữ,Tiếng Pháp,Nâng cao,legacy_cleaned,skill:tiếng pháp
"Tìm người có kinh nghiệm về Tiếng Pháp để trao đổi, học hỏi.",2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
Tìm người có thể thử thách và nâng trình Tiếng Pháp của mình lên tầm cao mới.,2,Ngôn ngữ,Tiếng Pháp,Nâng cao,legacy_cleaned,skill:tiếng pháp
"Tìm người dạy Tiếng Pháp cho người tay ngang, chưa từng học qua.",2,Ngôn ngữ,Tiếng Pháp,Mới bắt đầu,legacy_cleaned,skill:tiếng pháp
Tìm người luyện tập cùng để cải thiện Tiếng Pháp ở mức khá.,2,Ngôn ngữ,Tiếng Pháp,Trung bình,legacy_cleaned,skill:tiếng pháp
"Đang tìm mentor Tiếng Pháp, thời gian học có thể thương lượng.",2,Ngôn ngữ,Tiếng Pháp,Không xác định,legacy_cleaned,skill:tiếng pháp
Bạn nào rành Tiếng Trung giao tiếp chỉ giúp mình vài buổi nhập môn với.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng trung giao tiếp
"Có ai rảnh dạy Tiếng Trung giao tiếp không, mình cần gấp trong tuần này.",2,Ngôn ngữ,Tiếng Trung giao tiếp,Không xác định,legacy_cleaned,skill:tiếng trung giao tiếp
Cần buổi thực hành Tiếng Trung giao tiếp nâng cao hơn một chút so với người mới.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Trung bình,legacy_cleaned,skill:tiếng trung giao tiếp
Cần chuyên gia Tiếng Trung giao tiếp hướng dẫn làm dự án thực tế.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Nâng cao,legacy_cleaned,skill:tiếng trung giao tiếp
Cần một buổi học Tiếng Trung giao tiếp dành cho người mới bắt đầu.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng trung giao tiếp
Cần người hướng dẫn Tiếng Trung giao tiếp cơ bản cho người chưa có nền tảng.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Mới bắt đầu,legacy_cleaned,skill:tiếng trung giao tiếp
Cần người ôn lại và củng cố kiến thức Tiếng Trung giao tiếp ở mức trung bình.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Trung bình,legacy_cleaned,skill:tiếng trung giao tiếp
Cần tìm người hỗ trợ về Tiếng Trung giao tiếp.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Không xác định,legacy_cleaned,skill:tiếng trung giao tiếp
Cần đặt lịch học Tiếng Trung giao tiếp vào cuối tuần.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Không xác định,legacy_cleaned,skill:tiếng trung giao tiếp
"Muốn thực hành thêm Tiếng Trung giao tiếp vì đang ở trình độ trung bình, hay bị vướng.",2,Ngôn ngữ,Tiếng Trung giao tiếp,Trung bình,legacy_cleaned,skill:tiếng trung giao tiếp
"Muốn trao đổi, thực hành Tiếng Trung giao tiếp cùng người có kinh nghiệm hơn một chút.",2,Ngôn ngữ,Tiếng Trung giao tiếp,Trung bình,legacy_cleaned,skill:tiếng trung giao tiếp
Muốn tìm người dạy Tiếng Trung giao tiếp 1 kèm 1 online hoặc offline đều được.,2,Ngôn ngữ,Tiếng Trung giao tiếp,Không xác định,legacy_cleaned,skill:tiếng trung giao tiếp
